time,treated,control_0,control_1,control_2,control_3,control_4,control_5,control_6,control_7,control_8,control_9,treated_zero_effect,treated_small_effect,treated_large_effect
25,10.555461294854933,11.327183249036024,9.585811387212269,10.850963960443622,10.888784323568816,10.129775280109543,10.476813095216226,11.806243416838686,12.470179300266574,12.690676322848134,14.288748619704185,10.33883976539433,10.720970324784705,10.305740773455558
26,9.944503211288849,10.533001891877907,11.978110873500068,11.696556963055766,10.430395179741419,10.99286282417513,11.461078152728412,10.76341810134025,12.663811471979109,12.250927261340083,15.104586305934609,11.128579260412748,9.974800461278576,11.082056359993006
27,10.727849009172836,11.993534077157316,11.631662693962936,11.451250154543535,11.314213079900352,11.492481364448494,12.41721187506452,11.911884839034087,12.49299799837151,13.979904687396076,14.783243528272187,11.300658025961225,11.245466189873135,11.013763231061429
28,10.259680655040597,10.295343166762045,11.484119817052157,14.238880808455237,11.515724912288695,11.685566570899953,13.625524029234342,13.860759790634312,13.62387911679491,12.354384460263137,12.771150578213726,11.05915544907398,10.510705933857869,10.173561166088195
29,10.43415312510336,13.300169166589619,11.50834550926428,12.299574911434577,12.574191518470949,12.400672097550677,12.014249738927012,13.230221742113493,14.890523001591351,14.806009713546937,12.160382566710988,10.364189843640975,10.589424811472425,10.783526143562268
30,10.299146693885302,11.225667347765006,10.887753227153086,11.072082408519233,9.80753537028518,11.977701000933253,11.5448004733068,12.051347865592142,12.142508214992166,13.67792587133927,13.440886246911203,10.801865045168304,10.954107211628278,10.114171632729356
31,11.546139092254467,9.762842443583716,10.02274562851417,10.264459559399572,13.049550319460613,10.484655641289898,14.00115706944059,12.070742295681569,11.350197020420921,12.532088591854297,11.551560634437147,10.607902196804542,10.73660806563175,9.930190917605534
32,10.633251387631034,9.569107501938888,11.015804558193727,9.633553679742429,11.381992101421012,12.220197851005963,10.691986099583756,12.118364948782617,12.651717951648745,15.197308213265504,13.663167714184782,10.188149069634937,11.116568316956624,10.326641387705019
33,10.13114453552205,11.142472415243185,10.28283828848789,11.463463635867223,11.13311893005258,12.470585745283822,9.961194043379919,14.53674798356084,15.339709337654318,12.454285076996662,13.21239741370133,10.822179640860801,10.803562082600912,11.09119673619138
34,11.091272456051595,10.45653721467415,11.955119733417751,10.523649254715696,10.567895624739833,12.439790447931038,12.620014450053333,12.861935452231553,11.976325432030269,13.822095372009308,12.913963498131757,10.090480104420099,10.37378131267978,11.156562522688043
35,10.089578175014488,11.414000494092091,10.852942618497861,9.877746290402325,9.94514332813423,12.98078072555462,11.697945775647389,12.930041647191068,14.439116805444067,13.399292580406492,11.805296932733203,11.293839694230781,10.880751762603051,10.956542710048646
36,10.824431797502378,11.193237624573545,10.19450280320749,10.673427115757473,12.443170583961916,12.753922154548905,11.198767182869288,13.550283454031842,14.49770081407644,14.421741289398799,13.933600106569717,10.487691351350804,10.14813689633967,11.082547893424
37,9.760164938060113,10.667171087343128,10.718614158347007,10.258451996385604,11.713317967188404,12.399180079228437,12.948356447299354,12.778789159026513,12.286411758292004,14.701511196726853,12.907299160338088,10.84057982793642,10.794279852888263,10.998089143557479
38,10.095906975550784,9.913206281931595,11.472931454275624,13.047141635072565,10.370039100258946,11.889834288541351,12.503800713771199,12.300957854179295,13.428983079185274,13.192004149065767,12.290083164289712,10.901643935773071,10.74338500467777,10.439259202388524
39,10.878430617934562,9.265152775314135,10.516275447196026,12.26163975694945,10.384921227936383,10.319039066484008,11.71592136926327,12.38365015091502,14.508396623128537,12.426582129653816,10.60773778671835,10.650547513147961,10.67594157136373,10.99596127233697
40,11.169233289997706,10.35348504793298,10.27777960443357,11.392027358683382,11.364215300709873,12.429618219132585,11.019695601329106,12.528398740585935,12.520872259012513,13.659972142939118,13.472485094949363,11.093346900737638,10.735731244280535,11.200204762613842
41,10.905684140594985,11.676398794323472,11.363687211491913,12.899944138890026,13.389021525289394,12.22768768716311,13.192457328280145,12.58277776349016,12.716419639897639,12.542284630247895,15.292251596669743,10.582548171688739,9.879075477251181,11.197145664906788
42,10.78217585880588,11.054093744130205,11.384966571108723,11.517368307647617,11.480408648636395,12.311578837195373,12.99020117795866,13.36762954363698,12.358319086051356,15.253387247526623,15.20125921454787,11.275648648728621,10.565637546129519,11.434456685737322
43,10.709448152205354,9.614261221288011,10.65305682462887,10.598715798671735,10.256857046881894,10.783251424179689,12.260824136220617,12.7119458858073,11.945243269307133,13.396535331082736,13.102903743413727,10.187010159876625,10.906422450570556,11.21415192360053
44,10.140739004816288,11.053180925851184,10.708961694381678,13.003124077269657,11.534256935914057,10.998943459591738,14.226636996047667,13.412640077215581,12.330722454933992,12.914678448687892,12.977787939638219,10.943189789773207,10.959928195998701,11.055724103770793
45,10.540077895802646,11.285317379728838,11.432049937357638,12.038910043684659,11.52727643025233,13.153152853332903,11.329915233673848,12.619283419891417,11.776059733237743,13.48468030586491,14.068774256075024,11.869464499529142,10.386162429537022,11.435075119158213
46,10.689680614520107,10.036142563798867,9.771915658502676,10.482753845673543,9.123113357058429,12.080444846143344,10.89447482907526,12.79863519031609,13.054083468259225,11.972873710470305,12.621614560811707,10.419834337697212,11.55285392043235,10.90673937037547
47,11.468561113109457,11.093725105945527,9.832536225623445,11.349661321916392,11.785705133482187,12.821500697372624,11.748091930118756,10.74179931546789,12.270026768941358,12.368385961489349,13.941791899819465,10.601127514737573,10.506912575892748,10.49906267438614
48,11.131809144784231,11.018208718446001,10.541555778747565,10.684381746615243,11.629065469791323,12.18831837613046,12.414413983644502,13.676327674702481,13.293785911790748,14.560413907944426,14.42608027838469,11.216953924829458,11.44472860026337,10.87846651802812
49,10.098479922318633,9.837029702169378,11.066552848288154,10.197200269035664,12.57620636481342,12.209756139495745,12.723339449322692,13.126488475897993,11.524104353796373,12.723105721028604,14.906933223884307,11.069790890969799,11.193597180935843,10.607548677596776
50,11.162041984697398,11.357787360348283,11.610907565598005,12.52617754753164,13.748956094945346,13.138283805975997,12.25876394214367,13.798010109859653,13.430880232214458,12.35308901731806,13.599845923520046,11.17531504963678,10.676886345078099,10.66241086251281
51,10.827458859791841,11.580784526368234,12.795356216949552,13.52941664047013,13.046565029547757,11.703955271782625,12.872055396514297,9.92374462180631,13.953528961608924,13.956652752527287,13.516326249823033,11.264593565073831,11.907655446304755,10.947740664642241
52,10.70153899984702,12.123051243175276,12.19765962320202,10.241432426180857,11.67111130944517,12.336120776940982,11.288460575809555,14.928374704780726,11.146264357428544,14.625704154662996,12.862017413243438,11.357360734280885,10.44318158412176,10.643790039500018
53,11.365838144420435,12.113802052034904,11.200061470036575,12.22296923669057,10.853474091258331,11.797724711294958,14.00376460407326,12.720410371844828,13.534056569847571,14.178953310665067,12.93311964596014,11.614849920978113,11.519577086805,10.90601923518048
54,11.595499761247975,9.702330632042909,11.360983792097311,11.029357430878173,14.55335980324986,11.845503772567683,12.49784882160743,13.988182816737517,14.407668992473292,14.476047685805817,13.553521108098472,11.284909328464256,11.580291159021488,10.133192666523108
55,11.565640059558099,10.162174960084878,10.397470635362192,11.212874616235304,12.059218434014488,11.990827876531359,13.717295831588128,11.860094072874467,11.990358981308793,12.743204911430539,14.167365506816177,10.979371172690728,10.764689895461677,11.206646853686468
56,10.700391238388681,11.63503526720866,11.401486864007612,11.12760607576113,12.033929291912948,12.542133771633713,12.962725346377706,13.53277390506257,14.892572386837704,12.098189333258157,14.733584626233249,11.456286850601366,11.816232650032166,11.120602737681113
57,10.985393812074394,11.653785950912209,11.151341361079863,10.876009230320184,12.015874912889998,11.861251378336522,13.096753219153785,11.886584436826343,13.659019009366045,15.041333651955489,13.036821049319656,12.089940967447609,11.014976742700524,10.731455684465905
58,11.325631715701782,11.675047686306048,11.78271856033809,11.808521627944828,12.258084760767856,13.61575612557352,13.229767280232204,12.336231039304195,12.554988144241591,13.237320161157864,15.352688568959522,11.093683126808713,11.30434681463993,11.489622834216203
59,11.66777256356118,15.03273149065472,10.652769056447678,10.94904988358896,11.935639588076057,11.485392697780496,13.127708560017314,14.894031353866787,13.224230922342294,13.329166983544953,13.608876398957431,10.692735347664678,11.31016091938561,11.648785068813279
60,10.960412881077355,11.770890510693166,12.019346514241173,12.070456825779837,11.526337993119764,12.21312835583864,13.342722759867543,12.809317599236653,13.858326912521722,14.928194141849058,13.878632705651562,11.753540334643485,11.132845629264725,10.396220067815513
61,11.127170511668092,12.3555656401806,13.052738913002578,11.769761890550864,11.573141058759608,11.980268941725825,14.049152530132432,13.237432873179724,13.396005391412412,14.17623000940066,13.172788320852177,11.159809418023201,11.625404136579892,10.838637610716894
62,10.686832512996986,12.194001763493203,11.431239851543143,11.60105195313359,12.107246729784002,13.886977884353733,12.93652116970147,13.910067730688755,13.878755992446369,14.095887772081609,11.515759739727057,10.153665226992983,11.636744360276106,10.855428825106351
63,10.661896687959665,11.911391251305798,11.961711722098942,10.952436337958401,11.616575228866235,12.656554776511573,13.469003757588512,13.555681887972604,12.439326406920634,15.825002344901085,14.844045396361048,11.68371083857521,10.38573401338091,10.790048449445568
64,11.686262911197097,10.964730755359653,12.270143991711112,11.303228669431666,11.467154217322836,13.511844539468633,12.690264305712773,13.230418905143576,13.549360824036077,13.036481769619856,14.716843897092431,11.012335907023038,11.932170121439075,11.694737420965874
65,11.978120014285413,12.058969220493267,11.198779528114166,12.655391225825756,12.306430227691898,11.014439626963028,14.240117215449473,13.464961002466225,11.98628550309502,14.627840128081239,13.718672442881786,11.25473335884792,10.468754005982163,11.2030869306136
66,11.283994939209833,10.547174785462428,11.844092481810417,12.420917187624381,11.965022782579146,12.787050265869258,12.14360769794073,15.523415585238276,13.3087739386513,13.777013124897085,14.086990717224872,11.485990165284507,11.836273102170829,11.187742579344695
67,11.841766448946013,11.103181393259991,11.652592400781796,10.962444755201448,13.743992988582688,13.429630795623437,14.640940432910815,13.082381202966413,12.53609235853521,14.008592278863258,14.555939217704099,11.435249839889533,11.90335256841379,10.338068817796623
68,11.540818012523816,10.874636452170895,11.757676098548831,12.059332305429225,9.609030191606989,12.642283989275423,12.819842049355657,13.361099046714966,12.724470057410233,15.288468426412532,12.497454143113456,11.71472590856952,10.814516784892401,11.677709015104613
69,11.05744012269744,11.461874139386323,10.906990216144536,12.731387123371789,13.371506851922463,13.64548037506535,11.449224897881953,14.230654396007612,14.716093175210437,14.287835756289624,13.550947322653705,11.162256814715079,11.17459285602271,10.760370802573265
70,11.580697802754207,13.71465856667351,11.724510174258944,10.330594718878627,13.54608519249763,12.082711549899628,13.02810441491079,14.305525932957984,14.591310120594269,14.338296079049634,14.894264679621827,11.656552899088041,10.847147665757033,11.429966315133164
71,12.189018283232985,9.552734807408251,12.21799829124545,12.563360192379935,10.24660976759185,14.029347440185578,12.23894834252512,14.40703030556038,14.129138120907177,14.892507337309803,12.86571057683075,11.290226661208042,11.312539484855632,11.558688468979096
72,11.422086980445023,12.126260190374513,13.191143607795041,11.377376241054153,11.99731240591965,14.93889812361925,13.780643548988724,13.878730222029183,12.44768723532742,13.475047270457114,14.433557932166629,11.80940524044375,11.285982857907129,12.120329297919325
73,12.242321827907004,9.84728412881035,12.719270826085209,12.63059866859316,11.988559134004209,12.297161439560341,12.30737602069761,12.116995087269519,13.243591550305199,13.020790332660996,12.803418195376596,11.767683742006527,11.84983026613467,10.805589800440444
74,10.170127447955128,11.008068134210568,13.933182457511558,11.316740843457483,10.97248830528218,12.234497478599227,12.533816566785221,14.913431532301097,14.793097699979183,12.835190805978968,14.646429982433526,11.012280648977702,12.135154373059805,9.970243922089587
75,11.910951252187612,12.588950596967367,11.03265243711195,10.29511789933548,11.622183312409126,14.1533844771177,11.11045926905447,12.153654606981313,13.741716913639904,11.933643410623999,14.164358517702516,12.042991058087516,12.197841905394977,11.591924772376847
76,11.563523534119085,11.584280019095463,12.692320636720678,10.492457562116837,11.309424154534172,14.29957214573071,12.567693680750923,13.622635465239032,15.939329539981694,15.976207129940322,12.604868184094489,11.252018277442975,11.238915986710849,12.420255590755426
77,11.390496324767065,10.462255222070693,12.023342005738352,12.18808494666138,14.192270443423622,12.21713997284673,10.616120673371043,12.585724149980642,14.033317839394371,12.836791634278317,15.40473935445717,11.944028899140571,11.435389063127735,12.159473176469717
78,11.605880388267751,10.844696290740032,14.049802933217673,12.419722501721482,13.395678393147461,12.339813182904143,11.476097176514276,13.295861653407009,13.852049116490031,13.738746376414229,13.52540842320195,11.743643656700671,10.718280903889525,11.664829707637313
79,10.586215542699554,12.259597748934675,11.071701714644849,11.275683374895591,13.75155509499416,12.498215391139492,13.840414656144297,13.708762410303482,13.370883535797498,13.703186700111079,13.469747562985619,12.499091838397561,11.177064966751905,11.334181907183977
80,11.490164056081243,10.869633368282862,11.060278157819225,12.838592458777374,13.221672064043235,11.455549488965723,13.885800158650833,13.721357215450272,13.833540904782282,14.307406697809101,14.500569197230941,11.488267008814073,12.082425816548728,12.003561298318655
81,11.798556285755874,11.836458589581976,11.32060735455598,10.558479937731041,11.390948228782772,11.901348053515802,13.545457561784966,13.841920754235286,13.567530163619457,14.835737212539298,15.468637349428715,11.445341601940902,12.427791411774116,11.133226900147767
82,12.378947022370758,11.685571839903814,9.816104275690194,12.173920201352683,12.015479733720227,11.835859233247932,12.173023856870788,15.053711269058649,14.448108676688591,14.900473488359745,13.324178181021603,11.630290197056134,11.022825564060039,11.87817888467811
83,11.400864890863176,11.008399652394184,11.43424497831924,11.048983800237544,13.049374561227918,12.09220243489587,13.11228864385802,13.91353430151398,14.716702316794583,13.476922561431062,14.42167984984797,11.508410108582863,11.363767870423553,11.912735079583314
84,11.275753198553407,13.823944089325325,11.220867338446302,11.62816389219784,11.357872191108054,12.845315112613218,13.176397460909431,13.23584336470935,12.99401053949205,13.912878286213589,14.808816500330572,12.079970950971024,11.666797121520537,12.21010495374944
85,11.449121478207731,12.33391902231801,12.150393786476208,12.347398671316412,13.312998430172387,13.134214732536519,12.041635310807457,14.464087168288355,12.46876704644222,14.3825799504883,15.093105607263142,10.891844695781705,11.840080579409802,13.079830019455539
86,12.177701058851039,9.694857413342394,12.361755975777161,11.459586634716048,12.379674601841867,14.470500492814077,14.723398301767151,14.70947048892464,11.983794626896703,13.871308873816455,14.596441555277226,11.193158790426823,11.315198240039178,11.916207983589384
87,11.904375554829842,11.926454314769428,13.916170839215887,11.955444455770175,12.265179192450404,11.941645959261209,14.117362290575672,12.312392184863008,14.347991326912544,15.747345576019994,14.072972160916677,11.206098539210403,11.952030522232045,11.485518187146251
88,11.49511989811648,11.098213535231611,13.010423838186052,13.36629280921444,13.370959968203492,13.944322398476583,13.039035826170336,14.157400069849857,12.756633393826126,14.650974951638252,13.63240977935128,12.235153795986788,11.523080326464541,11.747212843904002
89,12.036633716556677,12.632433334796223,11.503096344337598,11.80310813047685,13.12426331148604,12.766011155774489,13.30688583899453,14.281172742310897,11.727109407047516,14.914877786049818,14.566143883046374,12.635306686290962,11.77277386456086,10.89546204755544
90,11.84853877467402,11.0074792615673,11.201585328651644,13.235692112065141,12.33903383418092,12.950536290347568,13.508382807947553,13.30243649664001,14.288578604530965,14.862881268667413,13.427860988014393,11.747775390731265,12.073142124001851,11.45264343445547
91,12.304322495266446,11.705263558533101,12.611919171506507,11.290293145342382,13.879329803364248,13.694819492166603,11.27826513157571,14.995706813311621,16.41299951743279,15.393473857485326,11.598649516505393,11.735589138404995,11.823211134905469,11.615358780943449
92,11.488973453061323,12.344987278980456,10.819766792979358,12.969804177915282,11.658936672400102,11.917277978437701,13.092822617479403,13.489944412967471,13.933929088460106,14.421021558703707,14.976559804157667,11.875026081556591,11.621807054736715,11.577955801032704
93,11.696168926701116,12.725755194170121,13.991458765854354,13.9015686206579,13.375935606944264,13.44240974618405,12.678015752002201,13.785576453471542,14.798490774451642,12.963168052044153,15.463934841086195,12.440939151304095,11.805195098037084,11.93617743601686
94,11.683945923433923,10.679703592944225,13.359440120721288,10.008355499872712,13.373101257968385,13.246452208213055,12.378379990105085,13.50692817571613,14.061829358547566,14.679687951752642,12.217067564458162,11.416323432904713,11.835818520397334,11.4687900338089
95,11.168242525933941,11.565498764159052,11.730824347895297,11.703104744529524,12.49045356068601,13.59245126400815,13.118899707114046,13.715579047581468,13.901110346808858,13.648643106208171,13.590269295290062,12.019184491367392,11.714994485058936,12.460515333662237
96,12.068060138532289,11.445054688839043,10.506865470909123,13.097072127180539,13.146133022242118,13.409168643907817,15.217686526849523,12.623724913104798,14.939076482987769,13.791383318250244,15.239154261005197,12.407598814891214,11.790601968666449,11.920103532459098
97,12.070527636089944,11.286670767426287,13.593872374165413,12.336954613957007,11.588886423614698,15.595300139910893,14.080842861267008,12.299949117405706,13.749725455811348,14.926364018755093,16.697495469711697,12.190547084969921,12.739323585252357,11.935349839430692
98,11.962556728321232,13.725454240281097,12.145460154747383,12.931145873371308,13.784027019206903,12.522260015748683,12.888821010217203,15.354505063224973,14.327392314071904,15.598283071433636,14.680793707675408,12.054790808299373,12.24045972397062,11.796052641743541
99,11.862706433312427,12.384981710960956,13.517816311973462,11.976014813284179,12.695097863557011,12.649003044998182,14.05258278135616,12.933038651681674,14.401697806196013,14.401271576736063,13.951997058770866,12.48052304628357,11.83225984098542,12.05759534192949
100,12.292314628974793,10.739116045664955,10.705572341205635,12.686589787472899,12.37727697948096,12.576859473575235,14.899355436586003,12.808607650543692,13.43190954635695,14.708833012598964,14.517103558895158,8.64838385350038,11.348477202255367,15.412549132333817
101,12.80967733861732,12.937861947054776,11.720624977046228,12.46432276460792,13.969009225836889,12.664522880839744,14.444633682912768,11.666609886396284,15.112042349536521,16.122214944635235,16.094876419148186,10.358937659765454,10.853090255121995,14.586434892144549
102,12.868642741736615,14.162156197012632,12.345243699718184,13.807782061659806,12.23565630945724,12.60261287269348,13.599630369920174,13.201038252310497,13.96504024330459,14.680753179488567,14.094035820875463,9.712962158436287,11.62656231879332,14.71094175546237
103,12.65886136538919,13.092465260551148,12.406980593764743,12.914420843301214,11.55153870363644,14.449016531107551,12.913063222294426,12.536910206592502,13.404254840507155,17.061683114180394,13.960807993349746,9.144683551571772,11.244821096099047,14.908136985611668
104,12.999357144166996,10.560630034045987,11.929934528520757,13.017602662075202,11.423370826476097,14.700504247989855,14.27822331361359,15.52201516013637,14.716509843570403,15.045509645631544,14.297256477817967,10.33560129976249,11.026348927997885,14.407064538263393
105,13.30202542840727,11.615765927133749,13.0228499323475,12.288123033877532,13.606009951345639,12.729253706250523,13.99348538542175,14.909817089342635,13.301532018208961,12.739237240844183,13.846671391741287,10.786829272581478,11.323858462905138,14.690371070139252
106,14.063092950605265,13.386911149186624,11.352379570617407,12.232393775927507,11.739570647503719,12.487644426895772,14.515193220027733,13.231849654822277,14.248181157369128,15.273341621104533,14.942670315994796,10.051275742686153,10.33456192396575,14.88188956322767
107,13.22728890641592,11.43233053438122,12.297620514978707,12.307441812180379,14.794794181984365,13.811415556386404,14.27517180168197,16.19243580534431,14.230881003355798,14.921158384882778,16.46467845846956,10.61643727360147,10.576616265545098,15.577194590356365
108,13.288775195361382,12.60381942814623,12.5802956317119,13.154452142378297,10.978070592116278,12.807776955719028,14.709552715319335,14.941765486991596,15.345895565831578,15.849752754082745,15.183079273116029,10.966139128994323,10.563037496800472,15.291280664500963
109,13.142777042116917,12.954634053429336,12.99443883405875,12.359015519179737,14.776456368290038,14.01293181775551,13.144764788439431,13.655168616491377,14.754698232879953,15.253181351269959,14.62764649787371,10.837457226792024,11.251471547381852,15.276794955683773
110,12.240614392350478,11.273069528421916,13.21161487808889,13.089774856896412,13.311017467202618,13.602923020851298,15.017394065634324,11.500594285126425,14.274973041254855,14.461544016016227,14.608188731084454,11.019982264685696,12.066257499742544,15.625448981083986
111,13.206743062275391,12.160474643938201,11.395357908162133,14.895400798645438,13.023286888129608,11.904255885002769,13.9175996046924,16.310942572590744,15.137766299200287,13.395701763710635,13.356809191303343,10.591063745535946,12.335650073096318,15.151314105800303
112,13.270115104970513,8.998732659930928,11.005885829264379,13.711124703431691,12.595080913191051,14.98750520133006,15.815260872625267,12.650427533236403,15.730207549017313,14.430976742713975,15.823109777147158,10.277716819450797,11.55902555072038,15.435232424964445
113,14.491621056242643,11.23561235866571,13.83767682189851,12.533976467832158,13.559136114352071,15.25587767309552,13.070812181910432,12.41460125304311,14.917810306351862,13.8094795457907,14.882162802987198,9.459017094051415,11.510422237472229,15.208389123533752
114,13.183819517609438,12.027431848606842,12.912314011979593,14.081213922163945,13.142365297575154,12.867211309515614,15.515963803165251,15.102570432009642,14.390352619843382,14.099476550195279,14.799520086409375,10.156968755935026,10.37947113292363,15.412681174699813
115,13.450773671166807,11.052216818035152,11.851513463443448,12.491924626978449,14.303301882016523,13.112298440064016,13.997910783462649,16.539752406339275,13.08816376764984,15.28857840442061,18.193107567844862,9.878376702341905,11.02866310013299,15.00862067119421
116,13.302644115147379,13.952411303931635,14.171151975522523,10.881875464822146,13.33422764866204,13.805865390724904,13.168581996385551,15.504272818510518,13.354886336924627,16.389904504351406,15.318752908365687,11.405471358748906,10.92610812404588,14.100591420861786
117,12.755660981190234,10.909858622039367,12.755674634292859,11.931913689082595,13.390301761461878,13.874456789987024,13.356114165945678,14.703909120052359,14.134775295645332,15.134671529822981,14.288208949904815,10.252057093783831,11.029576200874441,15.272860418906848
118,13.93141140725751,11.919955513303016,13.839297184063827,11.089208078974144,12.896387787786145,14.21854427267283,13.53965269180568,14.754754341665286,13.850487797840715,13.564116937964815,14.633642403794456,10.421602403392242,11.275928090707605,16.07137406804997
119,13.755966516343388,12.510740577286091,12.74751848141011,12.62848651595869,13.223054376278933,15.590204538766347,14.304165946401916,15.033415558780305,14.293028697014552,15.22460266822014,16.228445709196755,10.655742688020235,11.143954711151437,15.843107701120797
120,13.795515973521525,13.841273289066116,14.760747924881988,13.018418379189551,13.60780176889206,13.423052772505951,14.4228354880355,14.958928589786765,14.556649924897107,15.996631486645652,15.213270410537763,10.421801223186227,10.410350094812106,15.882698742295586
